,addresses,zip,lat,long,short-zip
1591,111 Hearne,78225-1614,29.389526,-98.521913,78225
1592,5945 Fairmeade Dr,78242-2208,29.353437,-98.615254,78242
1593,102 Epworth,78228,29.45083,-98.546433,78228
1594,115 St Francis Ave,78204-2201,29.403643,-98.502487,78204
1595,3300 Cheryl Dr W,78228-3944,29.461987,-98.568365,78228
1596,106 Laurel St E,78212,29.441715,-98.493803,78212
1597,3718 Electra Dr,78218-3307,29.491876,-98.423803,78218
1598,1238 Craig Place W,78201-5745,29.451784,-98.514896,78201
1599,10102 Us Hwy 90 W,78236,29.387049,-98.677686,78236
1600,602 Robinhood Place,78209-3430,29.498723,-98.454058,78209
1601,4203 Avenida Prima,78233-6821,29.547616,-98.407447,78233
1602,1703 Donaldson Ave,78228-3028,29.465335,-98.557479,78228
1603,1916 Austin Hwy,78218-2501,29.500009,-98.4213,78218
1604,7403 Loop 410 Nw,78245-2488,29.44631,-98.636078,78245
1605,10090 Commerce St W,78227-1303,29.436404,-98.631014,78227
1606,409 Cheryl Dr E,78228-3022,29.464721,-98.556643,78228
1607,331 Hot Wells,78223-2519,29.368675,-98.464123,78223
1608,6785 Cagnon Rd,78252,29.364406,-98.707278,78252
1609,4001 Piedmont Ave,78223-1201,29.375691,-98.468348,78223
1610,6305 Cagnon Rd,78252,29.369882,-98.707294,78252
1611,11612 Perrin Beitel,78217-2105,29.545836,-98.410539,78217
1612,6305 Cagnon Rd,78252,29.369882,-98.707294,78252
1613,223 El Montan Ave,78216-7301,29.500163,-98.498355,78216
1614,626 Camaron,78205,29.439894,-98.504456,78205
1615,4202 Tallulah Dr,78218-3539,29.491589,-98.410344,78218
1616,1800 Southcross Blvd E,78223,29.375451,-98.468169,78223
1617,7055 Military Dr W,78227-2939,29.409332,-98.629181,78227
1618,6785 Cagnon Rd,78252,29.364406,-98.707278,78252
1619,2627 Culebra Rd,78228-6357,29.447621,-98.550354,78228
1620,1710 Donaldson Ave,78228-3027,29.46536,-98.557742,78228
1621,10363 Sahara,78216-4500,29.53136,-98.491458,78216
1622,301 Cevallos E,78204-1726,29.407854,-98.497689,78204
1623,900 Holbrook,78218,29.484872,-98.41622,78218
1624,10102 Us Hwy 90 W,78236,29.387049,-98.677686,78236
1625,82 Griggs,78237-0703,29.439529,-98.587332,78237
1626,3618 Fountainhead Dr,78229,29.518081,-98.557089,78229
1627,1114 Onslow,78202,29.428554,-98.443861,78202
1628,2618 Nacogdoches Rd,78217-6001,29.519646,-98.448517,78217
1629,6002 Lake Kemp,78222-2409,29.388792,-98.375282,78222
1630,7019 John Marshall,78240-2930,29.516024,-98.627766,78240
1631,6931 Alan Hale Dr,78240-2404,29.499468,-98.594509,78240
1632,16502 Military Hwy Nw,78231-1226,29.595825,-98.561518,78231
1633,12115 Orsinger Ln,78230-1413,29.553333,-98.562957,78230
1634,24619 Buck Crk,78255-2413,29.672825,-98.644953,78255
1635,7400 Mountaintop Blvd,78216,29.503076,-98.493787,78216
1636,4934 Golden Quail,78240-1540,29.533237,-98.588071,78240
1637,2902 Fishers Glade,78245-3058,29.401532,-98.675861,78245
1638,100 Brackenridge,78215,29.451704,-98.472836,78215
1639,19818 Us Hwy 281 N,78258-7622,29.627699,-98.461356,78258
1640,503 San Horacio N,78228-6125,29.442973,-98.559143,78228
1641,9765 Potranco Rd,78251,29.437637,-98.680944,78251
1642,9139 Lytle Ave,78224-2245,29.331538,-98.541442,78224
1643,2346 Rivas St,78228-6464,29.441685,-98.547713,78228
1644,503 Marquette,78228-4839,29.455435,-98.560333,78228
1645,1102 Hedges St,78203-2146,29.414429,-98.446014,78203
1646,1102 Hedges St,78203-2146,29.414429,-98.446014,78203
1647,5534 Ghost Hawk,78242-2748,29.340185,-98.608417,78242
1648,6500 Carmona Pass,78252,29.34537,-98.627986,78252
1649,818 New Valley Hi Dr,78227,29.378393,-98.646509,78227
1650,10701 Fischer Rd,,29.425173,-98.494599,
1651,1509 San Angelo,78201-2345,29.485797,-98.519595,78201
1652,3238 Loop 410 Nw,78213-2811,29.50455,-98.545618,78213
1653,400 Roslyn Ave,78204-2447,29.397896,-98.520999,78204
1654,6305 Cagnon Rd,78252,29.369882,-98.707294,78252
1655,129 San Gabriel S,78237-1937,29.430154,-98.560406,78237
1656,307 Azucena,78237-1228,29.439434,-98.576196,78237
1657,7136 Tourant Rd,78240-2452,29.501269,-98.592201,78240
1658,12251 Fairview Ln,78216-8507,29.552474,-98.475009,78216
1659,1503 Wine Cup,78228,29.465544,-98.55474,78228
1660,3226 Motley Trl,78253-5765,29.466872,-98.726751,78253
1661,7901 Ray Bon Dr,78218,29.50655,-98.387904,78218
1662,101 Mclane,78215,29.439623,-98.483512,78215
1663,6014 Fishers Bend,78242-2909,29.337407,-98.615175,78242
1664,10302 Pelican Oak Dr,78254-6726,29.541136,-98.670311,78254
1665,103 Milford Dr,78213-4037,29.496463,-98.527442,78213
1666,9520 Kriewald Rd,78245-9504,29.390549,-98.671972,78245
1667,8403 Wurzbach Rd,78229-3322,29.518347,-98.574735,78229
1668,1046 Waverly,78201-6045,29.447758,-98.528786,78201
1669,602 Robinhood Place,78209-3430,29.498723,-98.454058,78209
1670,1100 Vance Jackson,78257,29.592858,-98.589437,78257
1671,1315 Elmendorf N,78207-1142,29.441656,-98.527627,78207
1672,1707 Donaldson Ave,78228-3028,29.465352,-98.557657,78228
1673,1043 Kentucky Ave,78201-6047,29.446674,-98.528766,78201
1674,1529 Donaldson Ave,78228-3024,29.465183,-98.556031,78228
1675,4742 Castle Cross,78218-4108,29.48616,-98.371821,78218
1676,1626 Splashtown Dr,,29.425173,-98.494599,
1677,1630 Peterson Ave,78224-1621,29.3437,-98.535817,78224
1678,3436 Culebra,78228-6000,29.449359,-98.56869,78228
1679,11300 Expo Blvd,78230-1005,29.545015,-98.572866,78230
1680,418 Mulberry Ave W,78212-3221,29.456767,-98.500074,78212
1681,131 Burr Rd,78209-6217,29.468205,-98.462068,78209
1682,2815 Brad,78201-2309,29.485428,-98.524244,78201
1683,3919 Vance Jackson,78257,29.593247,-98.589618,78257
1684,202 Jennings Ave,78225-1624,29.391198,-98.522082,78225
1685,4700 Erin Blvd,78217-1929,29.559646,-98.399368,78217
1686,225 Merrimac St,78223,29.372685,-98.470794,78223
1687,4202 Tallulah Dr,78218-3539,29.491589,-98.410344,78218
1688,318 Saxon,78213-3562,29.499326,-98.52854,78213
1689,4210 Moana Dr,78218-3509,29.494039,-98.410928,78218
1690,1014 Walters St S,78210-2540,29.409358,-98.45231,78210
1691,3519 Grant Ave,78201-3027,29.48132,-98.509543,78201
1692,10603 Cedar Elm,78230-4337,29.53667,-98.537125,78230
1693,3211 Leewood,78230-4901,29.516001,-98.545003,78230
1694,1303 Callaghan Rd,78228-4310,29.449176,-98.602663,78228
1695,1500 Laredo St S,78207,29.411319,-98.508779,78207
1696,3492 Ww White Rd S,78222,29.368204,-98.404451,78222
1697,8700 Crownhill Blvd,78209-1104,29.515802,-98.462861,78209
1698,314 Rector W,78216-5718,29.516909,-98.497687,78216
1699,3018 Thousand Oaks,78247-3503,29.575177,-98.439568,78247
1700,1122 Russell Place W,78201-5719,29.451053,-98.508598,78201
1701,1439 Wildwood W,78201-3063,29.479705,-98.508721,78201
1702,6439 Old Us Hwy 90 W,78227,29.407332,-98.616362,78227
1703,7523 Old Pearsall Rd,78252-2792,29.323002,-98.645661,78252
1704,5717 New Braunfels Ave S,78223,29.368627,-98.46075,78223
1705,6461 Bandera Rd,78238-1512,29.49085,-98.612342,78238
1706,844 Ruiz St,78207-1628,29.435524,-98.51647,78207
1707,227 Colton Dr,78209-1711,29.511072,-98.471115,78209
1708,13615 Primwood,78233-4973,29.565182,-98.379042,78233
1709,13607 Wycliff Rise,78231-1944,29.567648,-98.530888,78231
1710,11025 Spurs Ranch,78245-3160,29.391861,-98.709706,78245
1711,3946 Gayle Ave,78223-3450,29.365572,-98.417529,78223
1712,132 Afton Oaks Blvd E,78232-1236,29.607898,-98.483913,78232
1713,806 Aganier Ave,78212-3239,29.454108,-98.506168,78212
1714,11330 Expo Blvd,78230-1304,29.546427,-98.575383,78230
1715,139 Kashmuir Dr,78223-1409,29.381901,-98.450801,78223
1716,2418 Martin Luther King Dr,78203-2426,29.413358,-98.446323,78203
1717,131 Saipan Place,78221-2900,29.341176,-98.502154,78221
1718,2622 Arbor Place,78228-6408,29.43921,-98.544834,78228
1719,859 Alametos St,78212-1332,29.476941,-98.506674,78212
1720,1727 Thompson Place,78226-1223,29.396508,-98.556776,78226
1721,3200 Commerce St E,78220-1105,29.42003,-98.437559,78220
1722,4855 Greatland Dr,78218-5336,29.472653,-98.397791,78218
1723,10410 Nacogdoches Rd,78217,29.534425,-98.42853,78217
1724,602 Prado St,78225-1723,29.388821,-98.5126,78225
1725,1400 Rio Grande N,78202,29.430573,-98.447417,78202
1726,3718 Electra Dr,78218-3307,29.491876,-98.423803,78218
1727,132 Afton Oaks Blvd E,78232-1236,29.607898,-98.483913,78232
1728,1100 Mulberry Ave E,78209-7025,29.453965,-98.470609,78209
1729,975 Rice Rd,78220-3523,29.409104,-98.400554,78220
1730,2600 Culebra Rd,78228-6316,29.447541,-98.549487,78228
1731,307 Merrimac St,78223-2067,29.37354,-98.470791,78223
1732,303 Rollins Ave,78228-5508,29.447542,-98.547905,78228
1733,150 Ira Lee Rd,78218,29.500235,-98.421671,78218
1734,1500 Donaldson Ave,78228-3023,29.465062,-98.554802,78228
1735,5631 Babcock Rd,78240-1812,29.521054,-98.597966,78240
1736,369 Club Dr,78201-3714,29.466516,-98.534318,78201
1737,11623 West Ave,78213-1344,29.546062,-98.509258,78213
1738,5311 Little Crk,78242-2707,29.346832,-98.602515,78242
1739,1238 Craig Place W,78201-5745,29.451784,-98.514896,78201
1740,1415 Button Ln,78232-4804,29.565727,-98.47233,78232
1741,2114 Calle Estrella,78226-1569,29.391111,-98.541645,78226
1742,101 Wonder Pkwy,78213-4458,29.489363,-98.5301,78213
1743,215 Broadview W,78228-2807,29.469343,-98.57776,78228
1744,240 Linda Dr,78216-7312,29.500229,-98.492274,78216
1745,2211 Glen Ivy,78213-3006,29.511499,-98.528101,78213
1746,4411 Thousand Oaks,78233-6801,29.550079,-98.406629,78233
1747,4018 Legend Creek Dr,78230-5876,29.561567,-98.563,78230
1748,12207 Melon,78247-4322,29.552653,-98.458437,78247
1749,223 Hot Wells,78223-2517,29.368664,-98.467282,78223
1750,227 Hot Wells,78223-2517,29.368666,-98.467045,78223
1751,12739 O'Connor Rd,78233-5548,29.556436,-98.382611,78233
1752,12700 O'Connor Rd,78233-5535,29.555626,-98.382608,78233
1753,3098 Caliza Dr,78259,29.638234,-98.433522,78259
1754,14331 O'Connor Rd,78247-1815,29.574442,-98.388621,78247
1755,618 Huisache Ave W,78212-3248,29.455811,-98.503488,78212
1756,5311 Rubidoux,78228-6558,29.440194,-98.59237,78228
1757,11626 Sandman,78216-3033,29.545885,-98.501488,78216
1758,1718 Goliad Rd,78223-2724,29.368893,-98.443661,78223
1759,2731 Lombrano,78207,29.44429,-98.540322,78207
1760,4915 Cambray Dr,78229-5301,29.494002,-98.582153,78229
1761,17923 Resort Vw,78255-3337,29.612237,-98.643601,78255
1762,126 Five Oaks Dr,78209-2406,29.507867,-98.439379,78209
1763,8902 Presa St S,78223-4741,29.334398,-98.451696,78223
1764,9135 Braswell,78254,29.525808,-98.647836,78254
1765,114 Dalehurst Dr,78201-2201,29.485671,-98.528415,78201
1766,539 Huisache Ave W,78212-3210,29.455814,-98.502562,78212
1767,2306 Observation Dr,78227-2604,29.407364,-98.646851,78227
1768,8103 Pinto Trl,78251-2345,29.461086,-98.656514,78251
1769,2216 Grape Blossom,78247-4312,29.550684,-98.457201,78247
1770,715 Stadium Dr,78212,29.459895,-98.481449,78212
1771,506 Mcilvaine,78212-1815,29.473324,-98.500713,78212
1772,7312 Jones Maltsberger Rd,78209-1870,29.498277,-98.481021,78209
1773,10762 Pleasanton Rd,78221-9688,29.281297,-98.500289,78221
1774,4838 Old Pearsall Rd,78242,29.363546,-98.591292,78242
1775,5700 Presa St S,78223-3508,29.365668,-98.469144,78223
1776,1207 Lombrano,78207,29.44429,-98.540322,78207
1777,415 Burr Rd,78209-5907,29.468217,-98.453437,78209
1778,770 Davy Crockett Rd,78226-1829,29.387272,-98.567067,78226
1779,13615 Primwood,78233-4973,29.565182,-98.379042,78233
1780,326 Ligustrum W,78228-4021,29.457948,-98.564764,78228
1781,100 Ira Lee Rd,78218,29.501932,-98.421276,78218
1782,101 Margaret,78209,29.453235,-98.471466,78209
1783,1831 Mistletoe W,78201-5323,29.455229,-98.527229,78201
1784,1703 Donaldson Ave,78228-3028,29.465335,-98.557479,78228
1785,142 Evandale Dr,78227-4454,29.392425,-98.644172,78227
1786,17310 Judson Rd,78247-4627,29.598727,-98.385155,78247
1787,6000 Ih 10 E,78219,29.441275,-98.371764,78219
1788,900 Jean Walk,78207-6828,29.413326,-98.535292,78207
1789,2207 Quintana Rd,78211-2350,29.368268,-98.55962,78211
1790,502 Huisache Ave W,78212-3209,29.455815,-98.50117,78212
1791,5938 Magnes Ln,78227-2116,29.414853,-98.607431,78227
1792,107 Money Ln,78227-1535,29.433678,-98.58857,78227
1793,7500 Marbach Rd,78227-1704,29.41778,-98.63629,78227
1794,9300 Five Forks,78245-2046,29.414335,-98.667451,78245
1795,100 Royce,78235-1010,29.35045,-98.443269,78235
1796,622 Huisache Ave W,78212-3248,29.455813,-98.503643,78212
1797,335 Hermitage Ct,78223-2041,29.37196,-98.467301,78223
1798,1809 Mistletoe W,78201-5323,29.455153,-98.52645,78201
1799,5717 New Braunfels Ave S,78223,29.368627,-98.46075,78223
1800,5900 Fairshire,78242-2223,29.35171,-98.612899,78242
1801,15506 Cloud Top,78248-1347,29.590149,-98.515189,78248
1802,13627 Larkbrook Dr,78233-4938,29.564982,-98.38041,78233
1803,9000 Adams Hill Dr,78245,29.410457,-98.663926,78245
1804,8150 Cross Crk,78218-1600,29.512919,-98.402904,78218
1805,7196 Loop 1604 N E,78221,29.216218,-98.493725,78221
1806,400 Lanark Dr,78218-1826,29.503304,-98.409209,78218
1807,1600 Pleasanton Rd,78221-1149,29.367271,-98.504091,78221
1808,6718 Pecan Valley Dr,78223-3120,29.360801,-98.444147,78223
1809,809 Davy Crockett,78226-1829,29.387397,-98.567358,78226
1810,5900 Fairshire,78242-2223,29.35171,-98.612899,78242
1811,2209 Virginia Blvd,78203-2343,29.410859,-98.450319,78203
1812,135 Reichert,78203-2337,29.411497,-98.449846,78203
1813,5842 Cary Grant Dr,78240-2305,29.503517,-98.602923,78240
1814,3803 Barrington,78217-4101,29.522751,-98.421335,78217
1815,825 Westwood,78212-1848,29.469736,-98.507005,78212
1816,701 Santa Monica,78212-1828,29.471522,-98.505678,78212
1817,410 Mason St,78208-1336,29.440295,-98.469696,78208
1818,1133 Mission Rd,78210-4505,29.385876,-98.489851,78210
1819,702 Mason St,78208-1308,29.440296,-98.465302,78208
1820,113 Honeysuckle Ln,78213-2526,29.51899,-98.518977,78213
1821,9401 Ih 35 N,78233-6604,29.523643,-98.394394,78233
1822,349 Hafer E,78214-1502,29.382177,-98.496279,78214
1823,5800 Medina Base Rd,78242-1709,29.365441,-98.611943,78242
1824,1201 Austin Hwy,78209-4858,29.488304,-98.445432,78209
1825,2754 Frontier Dr,78227-4069,29.401335,-98.636423,78227
1826,1811 Olmos Dr W,78201-4016,29.473625,-98.524701,78201
1827,7600 Robin Rest Dr,78209-3174,29.504319,-98.436006,78209
1828,1703 Donaldson,78228-3028,29.465335,-98.557479,78228
1829,100 Ira Lee,78218,29.501932,-98.421276,78218
1830,1427 Harry Wurzbach,78209-6113,29.474036,-98.435964,78209
1831,3201 Hackberry St S,78210,29.388007,-98.473518,78210
1832,5800 Aquarius,78214-2357,29.369021,-98.477435,78214
1833,7552 Prue Rd,78249-5200,29.543581,-98.637372,78249
1834,5900 Millbank,78238-5123,29.449911,-98.602829,78238
1835,8308 York Dr,78216-6231,29.51437,-98.50083,78216
1836,2615 Wilson Blvd,78228-3219,29.471836,-98.539483,78228
1837,341 Lilac Ln,78209-6160,29.475853,-98.444818,78209
1838,336 Claremont Ave,78209-6808,29.456635,-98.46219,78209
1839,202 Cavalier Ave,78225-1606,29.390371,-98.522133,78225
1840,700 Atlanta Ave,78212-4410,29.441016,-98.488857,78212
1841,766 Mc Dougal Ave,78223-1545,29.381293,-98.435897,78223
1842,9360 Ih 10 W,78230-3169,29.526257,-98.557877,78230
1843,700 Atlanta Ave,78212-4410,29.441016,-98.488857,78212
1844,5300 Mccullough Ave,78212-1643,29.479624,-98.491703,78212
1845,1100 Craig Place W,78201-5708,29.451942,-98.51205,78201
1846,307 Merrimac St,78223-2067,29.37354,-98.470791,78223
1847,3714 Neer Ave,78213-4522,29.489322,-98.520428,78213
1848,342 Cresham Dr,78218-4219,29.486977,-98.420247,78218
1849,1607 Hermosa W,78201-3634,29.478466,-98.521067,78201
1850,2228 Basse,78213-4503,29.488538,-98.522162,78213
1851,111 Greenwich Blvd,78209-4106,29.488137,-98.454405,78209
1852,7930 Flores St S,78221-2416,29.346673,-98.486634,78221
1853,511 Emory,78228-5305,29.452605,-98.541732,78228
1854,655 San Joaquin N,78228-6139,29.447637,-98.560347,78228
1855,1045 Shook Ave,78212-2508,29.468423,-98.487046,78212
1856,2214 Saunders,78207-4108,29.424629,-98.5236,78207
1857,2300 Babcock Rd,78229-4804,29.504412,-98.584129,78229
1858,1013 Arroya Vista Dr,78213-3702,29.501711,-98.50856,78213
1859,318 Brazos St S,78207-3900,29.423942,-98.513693,78207
1860,4301 Broadway,78215,29.44005,-98.477843,78215
1861,5415 Blanco Rd,78216-7036,29.502282,-98.507773,78216
1862,4611 Houston St E,78220-1713,29.424025,-98.40223,78220
1863,301 Altgelt Ave,78201-2603,29.482843,-98.549765,78201
1864,101 Shasta Ave,78221-1623,29.354927,-98.502754,78221
1865,300 Tuttle Rd,78209-6147,29.473811,-98.440318,78209
1866,109 Dover Rd,78209-6169,29.470566,-98.444675,78209
1867,643 Ware Blvd,78221-1939,29.348941,-98.490481,78221
1868,7930 Flores St S,78221-2416,29.346673,-98.486634,78221
1869,2509 Leal St,78207-2012,29.436689,-98.541171,78207
1870,5800 Kingston,78218,29.502825,-98.409455,78218
1871,300 Tuttle Rd,78209-6147,29.473811,-98.440318,78209
1872,634 Gramercy Place W,78212-2767,29.460606,-98.504224,78212
1873,12506 Millset Way,78253-5287,29.430112,-98.742515,78253
1874,10400 Nacogdoches Rd,78217,29.5343,-98.428684,78217
1875,30 Morgans Blf,78216-8505,29.551512,-98.473679,78216
1876,10787 Southton Rd,78223-4803,29.311121,-98.43175,78223
1877,10762 Pleasanton Rd,78221-9688,29.281297,-98.500289,78221
1878,202 Westover Rd,78209,29.473074,-98.467151,78209
1879,2319 Chavaneaux E,78214-3700,29.320864,-98.458301,78214
1880,209 Gladiola,78213-2508,29.514865,-98.522633,78213
1881,127 Bayville,78226-1117,29.395416,-98.559738,78226
1882,208 San Antonio Ave,78201-5312,29.453614,-98.528348,78201
1883,433 Stadium Dr,78212,29.460019,-98.481342,78212
1884,1438 Socorro St,78214-3446,29.316035,-98.473505,78214
1885,1844 Poppy Mallow,78260-2444,29.682175,-98.461159,78260
1886,4423 Hall Park Dr,78218-4314,29.487689,-98.406381,78218
1887,8843 Grissom Rd,78251-2801,29.48027,-98.658889,78251
1888,8400 Blanco Rd,78216-3037,29.544546,-98.507584,78216
1889,8719 Redbud Woods,78250-2632,29.515904,-98.655967,78250
1890,1207 Lombrano,78207,29.44429,-98.540322,78207
1891,433 Stadium Dr,78212,29.460019,-98.481342,78212
1892,5707 Stemmons,78238-2603,29.481516,-98.599218,78238
1893,5702 Elm Valley,78242-1735,29.36005,-98.613411,78242
1894,6206 Apple Valley Dr,78242-1506,29.364888,-98.626365,78242
1895,14250 Judson Rd,78233-4480,29.570499,-98.367495,78233
1896,5914 Distribution,78218-5531,29.481044,-98.391836,78218
1897,1300 Rittiman Rd,78234,29.484859,-98.425562,78234
1898,1200 Military Dr Se,78214-2804,29.354611,-98.478746,78214
1899,1702 Lennon Ave,78223-2558,29.371456,-98.469023,78223
1900,8231 Quail Creek Dr,78218-1503,29.512524,-98.415857,78218
1901,1639 Mariposa W,78201-2919,29.480908,-98.522337,78201
1902,710 Brookview Dr,78213-3801,29.497927,-98.511287,78213
1903,1817 Hackberry St N,78208-1024,29.442201,-98.473241,78208
1904,100 Greenwich Blvd,78209-4160,29.488134,-98.454405,78209
1905,2411 San Pedro Ave,78212-2833,29.457874,-98.499296,78212
1906,6515 Commerce St W,78227-1509,29.434188,-98.590565,78227
1907,1321 Lee Hall,78201-3611,29.476045,-98.516516,78201
1908,426 Wake Forrest,,29.425173,-98.494599,
1909,2200 Orr Dr,78227-3718,29.409558,-98.62405,78227
1910,7106 Westbriar,78227-2802,29.409844,-98.629642,78227
1911,5422 Havencrest Dr,78242-1318,29.366044,-98.602117,78242
1912,230 Mt Vernon Ct,78223-2054,29.372949,-98.470947,78223
1913,6218 New Braunfels Ave S,78223-3001,29.363972,-98.456379,78223
1914,8002 Campfire Ln,78227-2670,29.409271,-98.646015,78227
1915,909 Garraty Rd,78209-6154,29.474927,-98.444755,78209
1916,520 Terrell Rd,78209-6129,29.471344,-98.449869,78209
1917,402 Roslyn Ave,78204-2447,29.397912,-98.521177,78204
1918,4215 Fondren,78217-1713,29.564486,-98.40751,78217
1919,122 Woodward,78204-1119,29.420728,-98.492799,78204
1920,327 Montrose,78223-2529,29.369668,-98.464431,78223
1921,1539 Wildwood W,78201-3063,29.479705,-98.508721,78201
1922,819 San Angelo,78201-2549,29.485662,-98.508625,78201
1923,750 Loop 410 Ne,78220,29.414087,-98.389633,78220
1924,1803 Fresno,78201-3524,29.474427,-98.524395,78201
1925,115 Josephine St W,78212-4125,29.445962,-98.483228,78212
1926,700 Brazos St S,78207-4902,29.420505,-98.514118,78207
1927,4935 Golden Quail,78240-1541,29.533309,-98.588145,78240
1928,402 Artemis Dr,78218-2622,29.50082,-98.410748,78218
1929,506 Brookview Dr,78213-4117,29.496129,-98.511164,78213
1930,2803 Mossrock,78230-5117,29.512698,-98.538789,78230
1931,9426 Wind Dancer,78251-4969,29.451451,-98.668093,78251
1932,10787 Southton Rd,78223-4803,29.311121,-98.43175,78223
1933,418 Avalon,78213-4016,29.494186,-98.527278,78213
1934,7002 Iceberg Ln,78238-1218,29.50105,-98.632623,78238
1935,1714 Travis St W,78207-3958,29.428696,-98.513736,78207
1936,2819 Woodcliffe Dr,78230-5140,29.513586,-98.538966,78230
1937,9307 Broadway,78215,29.44005,-98.477843,78215
1938,1400 Villaret Blvd W,78224-2417,29.325459,-98.543011,78224
1939,4910 Roan Brook,78251-4331,29.481835,-98.686529,78251
1940,15502 Elm Park Dr,78247-2905,29.582176,-98.4317,78247
1941,2204 Poplar St W,78207-1425,29.440968,-98.527973,78207
1942,103 Morgans Cir,78216-8506,29.550272,-98.473661,78216
1943,7701 Hatt Ln,78209,29.506507,-98.448206,78209
1944,6800 Farrow Place,78240-3427,29.497174,-98.600392,78240
1945,101 Lindell Place,78212-3109,29.4515,-98.482237,78212
1946,7610 Northway,78213-3124,29.504607,-98.51954,78213
1947,1311 Aylsbury Dr,78216-2925,29.554484,-98.473212,78216
1948,100 Pyle,78223,29.370223,-98.445918,78223
1949,900 Wiltshire Ave,78209-2851,29.482728,-98.448784,78209
1950,5006 Beverly Mae Dr E,78229-4940,29.497869,-98.584914,78229
1951,3714 Neer Ave,78213-4522,29.489322,-98.520428,78213
1952,7710 Northway,78213-3125,29.505855,-98.519271,78213
1953,2902 Goliad Rd,78223-3900,29.353977,-98.432327,78223
1954,205 Castle Ln E,78213-2117,29.528103,-98.521031,78213
1955,240 Rockwood,78210-4032,29.389241,-98.475439,78210
1956,3611 Travis St W,78207-3228,29.430899,-98.537545,78207
1957,4919 Pecan Grove Blvd,78222-3501,29.376714,-98.419884,78222
1958,4002 Barrington,78217-4204,29.522899,-98.417592,78217
1959,3440 Fredericksburg Rd,78201,29.47516,-98.536701,78201
1960,1300 Harry Wurzbach,78234,29.472682,-98.436715,78234
1961,10102 Us Hwy 90 W,78236,29.387049,-98.677686,78236
1962,7402 Potranco Rd,78251,29.453145,-98.637623,78251
1963,1625 Poplar St W,78207-1238,29.439797,-98.515324,78207
1964,4163 Bloomdale,78218-3522,29.488557,-98.411663,78218
1965,12700 O'Connor Rd,78233-5535,29.555626,-98.382608,78233
1966,139 Sterling St,78220-3132,29.412454,-98.440164,78220
1967,8631 Fairhaven St,78229-2001,29.519093,-98.564509,78229
1968,3807 Eldridge Ave,78237-2701,29.41947,-98.564752,78237
1969,5247 Village Row,78218-3847,29.487496,-98.383895,78218
1970,3400 Salado Creek Dr,78217-3351,29.526629,-98.432635,78217
1971,6302 Crystal Run,78238-1381,29.477807,-98.611653,78238
1972,818 Loop 410 Nw,78216-5616,29.52016,-98.505126,78216
1973,4402 Neer Ave,78213-3618,29.494636,-98.519183,78213
1974,3707 St Mary'S N,78212-3130,29.458109,-98.478099,78212
1975,743 Bynum Ave,78211-3407,29.360089,-98.561667,78211
1976,4333 Hall Park Dr,78218-4312,29.487688,-98.407389,78218
1977,8700 Post Oak Ln,78217-5113,29.518842,-98.434132,78217
1978,130 Ligustrum E,78228-4007,29.465403,-98.563556,78228
1979,8219 Mystic Chase,,29.425173,-98.494599,
1980,103 Bonanza,78227-1502,29.434075,-98.591801,78227
1981,3400 Salado Creek Dr,78217-3351,29.526629,-98.432635,78217
1982,346 Irvington Dr,78209-4222,29.49419,-98.445656,78209
1983,8211 Windover,78218-1557,29.511478,-98.411247,78218
1984,14322 Indian Woods,78249-2050,29.577851,-98.567789,78249
1985,2415 Westward Dr,78227-3520,29.406697,-98.631672,78227
1986,2214 Andros Place,78227-2934,29.409103,-98.625205,78227
1987,934 Koehler Ct,78223-2927,29.366436,-98.449943,78223
1988,5100 Usaa Blvd,78240-5009,29.533941,-98.585397,78240
1989,130 Ligustrum E,78228-4007,29.465403,-98.563556,78228
1990,4811 Clark Ave,78223-3123,29.364723,-98.44799,78223
1991,6102 Rose Valley,78242-2521,29.346295,-98.622017,78242
1992,4934 Woodstone,78230-1122,29.552743,-98.579378,78230
1993,911 Sumner,78218-4243,29.491022,-98.426307,78218
1994,600 Groos Ave,78223,29.371338,-98.466695,78223
1995,3518 Grant Ave,78201-3000,29.481489,-98.509544,78201
1996,7535 Merton Minter,78229-4407,29.502824,-98.580995,78229
1997,2147 Wyoming St,78203-1945,29.417618,-98.456978,78203
1998,9827 Salisbury Dr,78217-4529,29.529515,-98.447787,78217
1999,7535 Merton Minter,78229-4407,29.502824,-98.580995,78229
2000,300 Spriggsdale,78220-1118,29.419331,-98.439673,78220
2001,4266 Dexired,78222-4817,29.369306,-98.409576,78222
2002,14203 Mesquite Smoke,78217-1313,29.570832,-98.407857,78217
2003,11919 Ih 10 W,78230-1012,29.553583,-98.586481,78230
2004,7535 Merton Minter,78229-4407,29.502824,-98.580995,78229
2005,7535 Merton Minter,78229-4407,29.502824,-98.580995,78229
2006,1427 Harry Wurzbach,78209-6113,29.474036,-98.435964,78209
2007,818 Valley Hi Dr,78227-4604,29.380841,-98.640524,78227
2008,103 Morgans Cir,78216-8506,29.550272,-98.473661,78216
2009,359 Sussex Ave,78221-1909,29.353134,-98.494256,78221
2010,2100 Frio City Rd,78226-1516,29.390432,-98.541739,78226
2011,263 San Pablo Place,78237-3103,29.436082,-98.557169,78237
2012,2215 Belknap,78212-1904,29.468631,-98.49739,78212
2013,147 Sterling Dr,78220-3132,29.412447,-98.439791,78220
2014,9955 Sable Arrow,78251-4332,29.482466,-98.68955,78251
