,addresses,zip,lat,long,short-zip
1202,3501 Pin Oak Dr,78229-2672,29.498719,-98.553218,78229
1203,324 Cypress W,78212-5511,29.440641,-98.49761,78212
1204,904 Garraty Rd,78209-6155,29.474927,-98.444758,78209
1205,3500 Magic Dr,78229-2900,29.502897,-98.556211,78229
1206,8850 Catalina Bay Dr,78242-2939,29.338681,-98.61023,78242
1207,151 Interpark Blvd,78216-1841,29.560015,-98.489418,78216
1208,1219 Culebra Rd,78201-6008,29.445521,-98.527878,78201
1209,904 Garraty Rd,78209-6155,29.474927,-98.444758,78209
1210,1658 Gorman St,78202-2607,29.427009,-98.447521,78202
1211,4615 Clark Ave,78223-2749,29.367004,-98.448281,78223
1212,1000 Rio Grande N,78202,29.427256,-98.447398,78202
1213,3521 Broadway,78215,29.44005,-98.477843,78215
1214,12080 O'Connor Rd,78233-5250,29.548935,-98.372017,78233
1215,12940 Country Pkwy,78216-2004,29.557104,-98.482867,78216
1216,7450 Tezel Rd,78250-3509,29.506902,-98.662272,78250
1217,2738 Crater Dr,78222-1414,29.392653,-98.385612,78222
1218,7923 Hobble St,78227-2648,29.416846,-98.645137,78227
1219,123 Acme Rd S,78237-1704,29.433375,-98.587579,78237
1220,103 Bonanza,78227-1502,29.434075,-98.591801,78227
1221,1103 Crooked Arrow,78258-2723,29.641566,-98.494223,78258
1222,302 Linda Lou Dr,78223-1149,29.377864,-98.472315,78223
1223,6218 New Braunfels Ave S,78223-3001,29.363972,-98.456379,78223
1224,9510 Wurzbach Rd,78240-1059,29.530143,-98.563101,78240
1225,5942 Misty Glen,78247-4701,29.595564,-98.3727,78247
1226,132 Talisman,78210-4421,29.393156,-98.431053,78210
1227,507 Commerce St E,78205-2617,29.423659,-98.487398,78205
1228,143 Richland Hills Dr,78245-2450,29.440702,-98.64277,78245
1229,105 Story Ln,78223-2537,29.365124,-98.468271,78223
1230,4934 Woodstone,78230-1122,29.552743,-98.579378,78230
1231,2922 Southcross Blvd W,78211-1857,29.369322,-98.559855,78211
1232,3737 Highcliff Dr,78218-2421,29.512605,-98.421325,78218
1233,3815 Parkdale,78229-2027,29.525947,-98.560944,78229
1234,3817 Flores St S,78214-1014,29.386846,-98.503482,78214
1235,911 Main Ave N,78212-4724,29.436697,-98.49414,78212
1236,6100 Loop 410 Nw,78238-3305,29.473328,-98.611576,78238
1237,3847 Thousand Oaks,78217-1951,29.559546,-98.419308,78217
1238,7003 Clear Valley Dr,78242-1624,29.362882,-98.620752,78242
1239,6785 Cagnon Rd,78252,29.364406,-98.707278,78252
1240,4464 Plumnear,78211,29.339915,-98.583319,78211
1241,11531 Old Perrin-Beitel Rd,78217-2346,29.546075,-98.411083,78217
1242,911 Main Ave N,78212-4724,29.436697,-98.49414,78212
1243,1302 Kenrock,78227-1924,29.42046,-98.631297,78227
1244,8645 Loop 410 Sw,78242-2905,29.344289,-98.626572,78242
1245,2819 Woodcliffe Dr,78230-5140,29.513586,-98.538966,78230
1246,519 General Mcmullen S,78237-2004,29.424146,-98.555017,78237
1247,130 Fernleaf Ave,78211-3410,29.359748,-98.564725,78211
1248,9307 Broadway,78215,29.44005,-98.477843,78215
1249,16127 Nacogdoches Rd,78247-1002,29.587517,-98.359333,78247
1250,806 Brazos St S,78207-5540,29.419252,-98.514283,78207
1251,5422 Havencrest Dr,78242-1318,29.366044,-98.602117,78242
1252,8026 Fair Bend,78250-2895,29.521079,-98.686067,78250
1253,555 Basse Rd E,78209-7432,29.498207,-98.475171,78209
1254,911 Sumner,78218-4243,29.491022,-98.426307,78218
1255,1605 Dove Canyon,,29.425173,-98.494599,
1256,100 Cas Hills Dr,78213-3322,29.512546,-98.50713,78213
1257,123 Rio Verde,78207-7058,29.412943,-98.511797,78207
1258,103 Prosperity Dr,78237-2337,29.425102,-98.57731,78237
1259,12660 Uhr Ln,78217-1878,29.556408,-98.405517,78217
1260,2829 Ruiz St,78228-6454,29.438215,-98.545292,78228
1261,7327 Palomino Bay,78252-4425,29.344077,-98.638788,78252
1262,5922 Fairbrook,78242-2205,29.352545,-98.614103,78242
1263,11591 Ih 35 N,78233-5304,29.545494,-98.369981,78233
1264,1037 Mcilvaine,78201,29.47327,-98.51081,78201
1265,37 Loop 410 Ne,78216-5307,29.520844,-98.493998,78216
1266,9301 La Ronda,78224-2601,29.329642,-98.530619,78224
1267,16100 Us Hwy 281 N,78232-3039,29.58834,-98.474085,78232
1268,131 Amber W,78221-2706,29.344665,-98.505169,78221
1269,1714 Travis St W,78207-3958,29.428696,-98.513736,78207
1270,4027 Barrington,78217-4242,29.522857,-98.41606,78217
1271,100 San Marcos S,78207-4337,29.426452,-98.508743,78207
1272,1532 Donaldson Ave,78228-3023,29.465206,-98.556265,78228
1273,4220 Evans Rd E,78259-2201,29.647324,-98.408939,78259
1274,503 Terrell Rd,78209-6128,29.471345,-98.450088,78209
1275,1431 Aylsbury Dr,78216-2927,29.551968,-98.472706,78216
1276,9800 Airport Blvd,78216-4808,29.527294,-98.472843,78216
1277,16239 Nacogdoches Rd,78247-1004,29.58837,-98.358103,78247
1278,2615 36Th St Nw,78228-3962,29.462569,-98.569102,78228
1279,5307 Mccullough Ave,78212-1644,29.479506,-98.4917,78212
1280,19919 Ih 10 W,78256,29.627642,-98.61137,78256
1281,122 Comfort,78228-5021,29.461806,-98.552843,78228
1282,8600 Catalina Bay Dr,78242-2939,29.339845,-98.61031,78242
1283,1603 Donaldson Ave,78228-3026,29.465218,-98.556381,78228
1284,1718 Mariposa W,78201-2920,29.480905,-98.523276,78201
1285,7210 Midcrown Dr,78218-2315,29.498582,-98.383415,78218
1286,4741 Fredericksburg Rd,78229-3643,29.495446,-98.555434,78229
1287,1400 Hamilton Ave N,78207-1470,29.442439,-98.529836,78207
1288,2033 Laurel St W,78201-6023,29.444322,-98.528567,78201
1289,3803 Majestic Dr,78228,29.469567,-98.594638,78228
1290,5 Trophy Rdg,78258-7713,29.655751,-98.476729,78258
1291,601 Olive St N,78202-2261,29.426524,-98.471773,78202
1292,219 Warwich Dr,78216-6159,29.516378,-98.50363,78216
1293,629 Essex St,78210-2113,29.403868,-98.466511,78210
1294,1931 Texas Ave,78228-5341,29.450227,-98.543303,78228
1295,4601 Rimrock Dr,78228-3822,29.468941,-98.575584,78228
1296,839 Ruiz St,78207-1629,29.435496,-98.516178,78207
1297,3400 Salado Creek Dr,78217-3351,29.526629,-98.432635,78217
1298,506 Indiana St,78210-1706,29.408909,-98.474383,78210
1299,201 Military Dr Sw,78253,29.447455,-98.718702,78253
1300,23703 Legend Glen,78260-4316,29.669761,-98.502936,78260
1301,5022 Bending Elms,78247-5675,29.598863,-98.401402,78247
1302,3370 Nacogdoches Rd,78217-3337,29.529566,-98.431646,78217
1303,1 Pecan Valley Cir,78223-1671,29.380856,-98.430379,78223
1304,204 Frank Luke Dr S,78226-2007,29.384945,-98.574079,78226
1305,3250 Thousand Oaks,78247-3561,29.571142,-98.434385,78247
1306,5945 Fairshire,78242-2223,29.351992,-98.615217,78242
1307,3607 Candlehead Ln,78244-2103,29.456463,-98.37167,78244
1308,410 Mason St,78208-1336,29.440295,-98.469696,78208
1309,3603 Bob Billa,78223-2811,29.371091,-98.429099,78223
1310,2625 Leal St,78207-2014,29.436824,-98.542667,78207
1311,130 Greenwich Blvd,78209-4161,29.489052,-98.454037,78209
1312,5360 Military Dr W,78242-1212,29.373785,-98.60812,78242
1313,10000 Marbach Rd,78245,29.417837,-98.679517,78245
1314,5830 Kettering St,78228-3444,29.463789,-98.600732,78228
1315,2018 Culebra Rd,78201-5813,29.446536,-98.539935,78201
1316,100 Ira Lee Rd,78218,29.501932,-98.421276,78218
1317,3714 Neer Ave,78213-4522,29.489322,-98.520428,78213
1318,6230 Walking Gait Dr,78240-3200,29.506986,-98.609636,78240
1319,315 Tulane,78228-5536,29.449291,-98.548722,78228
1320,5803 Joiner Dr,78238-1811,29.4856,-98.596711,78238
1321,303 Coyol St,78237-1244,29.43784,-98.57611,78237
1322,919 Paso Hondo,78202-3032,29.421133,-98.462316,78202
1323,1103 Allena Dr,78213-4107,29.497777,-98.514264,78213
1324,5002 Fairford Dr,78228-1059,29.484726,-98.586281,78228
1325,6785 Cagnon Rd,78252,29.364406,-98.707278,78252
1326,14618 Jones Maltsberger Rd,78247-3750,29.57454,-98.445614,78247
1327,3019 Saturn,78226-1500,29.39373,-98.536899,78226
1328,11600 Jones Maltsberger Rd,78216-2833,29.545438,-98.475273,78216
1329,8902 Jones Maltsberger Rd,78216-4740,29.521994,-98.484431,78216
1330,8102 Briargate Dr,78230-5005,29.512145,-98.544264,78230
1331,435 Sunset Rd W,78209-1735,29.507663,-98.475892,78209
1332,174 Sherwood Dr,78201-2815,29.483413,-98.530154,78201
1333,500 Thorain Blvd,78201-3039,29.482268,-98.507846,78201
1334,322 Rosemont Dr,78228-4235,29.471827,-98.549214,78228
1335,331 Alicia,78228-5806,29.447076,-98.579201,78228
1336,168 Sherwood Dr,78201-2815,29.483414,-98.53007,78201
1337,4100 Military Dr Se,78223,29.356708,-98.414204,78223
1338,1019 Mulberry Ave E,78209-7022,29.453995,-98.470666,78209
1339,346 Dolores Ave,78228-5835,29.447944,-98.581097,78228
1340,255 Club Dr,78201-3703,29.466222,-98.531225,78201
1341,9610 John Saunders,78216-4206,29.53162,-98.480739,78216
1342,8910 Jones Maltsberger Rd,78216-4740,29.522702,-98.484573,78216
1343,1602 Rivas St,78207-1331,29.440605,-98.536061,78207
1344,802 Kirk Place,78226-1410,29.397371,-98.534671,78226
1345,4400 New Braunfels Ave N,78209,29.469236,-98.460464,78209
1346,7500 Us Hwy 281 N,78064-6781,29.063257,-98.485263,78064
1347,700 Empire St,78209,29.514774,-98.471623,78209
1348,132 Afton Oaks Blvd E,78232-1236,29.607898,-98.483913,78232
1349,1005 Jackson-Keller Rd,78213-3744,29.503392,-98.508294,78213
1350,12920 Scarsdale,78217-1893,29.558054,-98.410873,78217
1351,404 Mcmillan Place,78210-1271,29.411987,-98.481015,78210
1352,7238 Raintree Forest,78233-3808,29.580458,-98.35049,78233
1353,14900 Country Morning,78247-3328,29.57533,-98.438052,78247
1354,103 Milford Dr,78213-4037,29.496463,-98.527442,78213
1355,6515 Grove Creek Dr,78256-2361,29.61466,-98.614071,78256
1356,903 Austin Hwy,78209-4727,29.484566,-98.454678,78209
1357,4422 Pecan Valley Dr,78223-1622,29.381791,-98.430577,78223
1358,426 Wake Forrest,,29.425173,-98.494599,
1359,3502 Paesanos Pkwy,78231-1225,29.600222,-98.54966,78231
1360,759 Avondale Ave,78223-2207,29.370642,-98.452809,78223
1361,1300 Trinity S,78207,29.409785,-98.520912,78207
1362,618 Huisache Ave W,78212-3248,29.455811,-98.503488,78212
1363,1300 Patricia Dr,78213-1126,29.547699,-98.517223,78213
1364,3907 Commercial Ave,78221-3124,29.333446,-98.516205,78221
1365,3907 Commercial Ave,78221-3124,29.333446,-98.516205,78221
1366,11711 O'Connor Rd,78233-5318,29.547242,-98.37027,78233
1367,131 Amber W,78221-2706,29.344665,-98.505169,78221
1368,2630 Arbor Place,78228-6408,29.439235,-98.545136,78228
1369,803 21St St Nw,78207-2002,29.436697,-98.53769,78207
1370,1545 San Marcos S,78207-7033,29.410439,-98.510833,78207
1371,7034 Tourant Rd,78240-2452,29.500308,-98.590022,78240
1372,2696 Pebble Dawn,78232-4118,29.58044,-98.443688,78232
1373,4211 Blanco Rd,78212-1174,29.48544,-98.507835,78212
1374,3847 Thousand Oaks,78217-1951,29.559546,-98.419308,78217
1375,359 Oakwood Dr,78228-3854,29.470176,-98.581125,78228
1376,3807 Valencia Pt,78259-2440,29.6099,-98.419174,78259
1377,7136 Tourant Rd,78240-2452,29.501269,-98.592201,78240
1378,5802 Copa Cv,78242-2937,29.340479,-98.611285,78242
1379,2307 Ruiz St,78207-2021,29.437752,-98.53757,78207
1380,20 Parman Place,78230-4138,29.531141,-98.53876,78230
1381,819 San Angelo,78201-2549,29.485662,-98.508625,78201
1382,2202 Jackson-Keller Rd,78230-5217,29.516901,-98.528918,78230
1383,14210 Northbrook Dr,78232-5020,29.56813,-98.478939,78232
1384,2019 Mayfield Blvd W,78211-3363,29.36417,-98.565409,78211
1385,4301 Broadway,78215,29.44005,-98.477843,78215
1386,3800 Parkdale Dr,78229-2031,29.526269,-98.559494,78229
1387,210 Tuleta,78212-3104,29.464188,-98.478999,78212
1388,1502 Holbrook,78218-2519,29.498957,-98.420625,78218
1389,4202 Judivan,78218-3534,29.490662,-98.410555,78218
1390,2946 Ashby Place W,78228-5322,29.452217,-98.541606,78228
1391,343 Gramercy Place W,78212-2825,29.461088,-98.499064,78212
1392,603 Huisache Ave W,78212-3249,29.45581,-98.502872,78212
1393,922 Kendalia Ave,78221-1042,29.360081,-98.517372,78221
1394,6501 Blanco Rd,78216-6627,29.515733,-98.506808,78216
1395,454 Horace St,78212-1434,29.475602,-98.498693,78212
1396,809 Crystal,78211-1717,29.377051,-98.514343,78211
1397,4527 Fortuna St,78237-1247,29.437049,-98.576884,78237
1398,1200 Lombrano,78207,29.44429,-98.540322,78207
1399,11435 Fire Canyon,78252-2283,29.372979,-98.717741,78252
1400,3615 Neer Ave,78213,29.488533,-98.520774,78213
1401,2402 Mistletoe W,78228-5311,29.456113,-98.539309,78228
1402,2204 Poplar St W,78207-1425,29.440968,-98.527973,78207
1403,12251 Fairview Ave,78223-1115,29.382017,-98.471457,78223
1404,170 Garden Valley,78245-2466,29.420805,-98.721191,78245
1405,201 Glentower Dr,78213-1914,29.523589,-98.51354,78213
1406,6500 Carmona Pass,78252,29.34537,-98.627986,78252
1407,200 Mayberry Ave,78237,29.440414,-98.565935,78237
1408,1135 Mission Rd,78210-4505,29.385518,-98.489741,78210
1409,8671 Loop 410 Sw,78242-2905,29.349142,-98.62852,78242
1410,10701 Fischer Rd,,29.425173,-98.494599,
1411,6305 Cagnon Rd,78252,29.369882,-98.707294,78252
1412,9603 Ray Ellison Blvd,78227,29.391893,-98.656594,78227
1413,6785 Cagnon Rd,78252,29.364406,-98.707278,78252
1414,10500 Pleasanton Rd,78221,29.313367,-98.501968,78221
1415,10762 Pleasanton Rd,78221-9688,29.281297,-98.500289,78221
1416,818 New Valley Hi Dr,78227,29.378393,-98.646509,78227
1417,7135 Pearsall Rd,78252,29.31388,-98.657864,78252
1418,2600 Rigsby Ave,78222-1018,29.39935,-98.422277,78222
1419,215 Sw 19Th St,78207-4004,29.427315,-98.536324,78207
1420,1922 Laredo St S,78207-7020,29.411912,-98.513742,78207
1421,6500 Bandera Rd,78238-1440,29.491068,-98.613027,78238
1422,427 Freeman Dr,78228-3927,29.460782,-98.573351,78228
1423,17703 San Felipe Bay,78255-3340,29.609619,-98.642423,78255
1424,2411 San Pedro Ave,78212-2833,29.457874,-98.499296,78212
1425,6500 Bandera Rd,78238-1440,29.491068,-98.613027,78238
1426,995 F St,78220-4303,29.408495,-98.425136,78220
1427,1114 Onslow,78202,29.428554,-98.443861,78202
1428,3842 Palfrey Ave E,78223-3454,29.364724,-98.420188,78223
1429,367 Everest Ave,78209-2517,29.50484,-98.470172,78209
1430,1315 San Pedro Ave,78212-4202,29.447038,-98.499341,78212
1431,1000 Rio Grande N,78202,29.427256,-98.447398,78202
1432,215 Broadview Dr W,78228-2807,29.469343,-98.57776,78228
1433,3603 Warpath Dr,78238-3929,29.469336,-98.612966,78238
1434,1011 Rio Grande N,78202,29.427334,-98.447397,78202
1435,6623 Babcock Rd,78249-2303,29.557196,-98.617202,78249
1436,846 Utopia Ln,78223-3410,29.359584,-98.424464,78223
1437,15 Parman Place,78230-4137,29.530841,-98.539148,78230
1438,210 Tuleta,78212-3104,29.464188,-98.478999,78212
1439,1750 Hunt Ln,78245-1801,29.417004,-98.663134,78245
1440,343 Brettonwood Dr,78218-4209,29.486178,-98.420302,78218
1441,6011 Kingston,78249-4865,29.570948,-98.604124,78249
1442,306 Inez Ave,78228-6026,29.441195,-98.56646,78228
1443,103 Morningside Dr,78209-4731,29.482866,-98.457891,78209
1444,4000 Ih 35 N,78214,29.385964,-98.511875,78214
1445,110 Money Ln,78227-1536,29.433477,-98.588571,78227
1446,8446 Country Village,78209-1000,29.515603,-98.469913,78209
1447,125 De Chantle,78201-3818,29.479453,-98.542165,78201
1448,401 Burr Rd,78209-5907,29.46822,-98.454062,78209
1449,3243 Nacogdoches Rd,78217-3300,29.527768,-98.435419,78217
1450,216 Stratford Ct,78223-2026,29.374915,-98.471551,78223
1451,3243 Nacogdoches Rd,78217-3300,29.527768,-98.435419,78217
1452,1106 Vance Jackson,78257,29.592858,-98.589437,78257
1453,2510 Darwin Dr,78228-3436,29.461861,-98.599193,78228
1454,5563 De Zavala Rd,78249-1734,29.563076,-98.597867,78249
1455,346 Cherry Ridge Dr,78213-2941,29.50725,-98.53417,78213
1456,8434 Ahern Dr,78216-5725,29.514616,-98.495626,78216
1457,8106 Robin Rest Dr,78209-2435,29.510221,-98.435727,78209
1458,4311 Newgate,78229,29.494585,-98.569293,78229
1459,9703 Marbach Rd,78245-1823,29.417829,-98.678788,78245
1460,4126 Grissom Rdg,78251-2836,29.473946,-98.646585,78251
1461,22700 Bulverde Rd,78261,29.652149,-98.426256,78261
1462,11915 Budapest,78230-2876,29.548361,-98.536308,78230
1463,7003 Ashdale Rd,78227-1803,29.425021,-98.6283,78227
1464,8631 Jones Maltsberger Rd,78216-5916,29.518092,-98.483685,78216
1465,2215 Chipley Cir,78217-4912,29.529524,-98.455543,78217
1466,2846 French Place W,78228-5307,29.453274,-98.541468,78228
1467,12535 Prima Vista,78233-6345,29.555271,-98.398798,78233
1468,7607 Aspen Park Dr,78249-4296,29.552569,-98.637126,78249
1469,2108 Mannix Dr,78217-5914,29.525369,-98.459625,78217
1470,5210 El Sueno,78233-5925,29.550619,-98.387688,78233
1471,126 Calmar,78220-3150,29.410924,-98.435934,78220
1472,975 Rice Rd,78220-3523,29.409104,-98.400554,78220
1473,5913 Randolph Blvd,78233,29.539339,-98.37122,78233
1474,219 Ashland Dr,78218-1808,29.505303,-98.408141,78218
1475,5900 Fairshire,78242-2223,29.35171,-98.612899,78242
1476,7300 Barlite Blvd,78224-1306,29.354432,-98.546487,78224
1477,3847 Thousand Oaks,78217-1951,29.559546,-98.419308,78217
1478,6301 Loop 410 Nw,78238-3800,29.46729,-98.618388,78238
1479,3507 Piedmont Ave,78223-1367,29.382693,-98.466861,78223
1480,8600 Mission Pkwy,78223,29.340658,-98.458851,78223
1481,5103 Randolph Blvd,78233-6206,29.524388,-98.390199,78233
1482,718 Haskin Dr,78209-3001,29.504943,-98.446422,78209
1483,3831 Mahogany Cv,78261-2739,29.66886,-98.41817,78261
1484,1221 Lombrano St,78207-1420,29.443212,-98.528757,78207
1485,302 Laddie Place,78201-3133,29.474088,-98.539297,78201
1486,1922 Woodlawn W,78201-5317,29.454349,-98.529251,78201
1487,327 Sandalwood,78216-6842,29.509347,-98.489919,78216
1488,1602 Sunbend Falls,78224-2257,29.337744,-98.537338,78224
1489,7458 Pipe Spring Dr,78238-2734,29.490242,-98.636384,78238
1490,12550 Leslie Rd,78023-4740,29.560861,-98.680419,78023
1491,403 Clower St W,78212-1535,29.477569,-98.496385,78212
1492,6800 Perez Cir,78226,29.362761,-98.578705,78226
1493,619 Avondale Ave,78223-2616,29.370658,-98.45591,78223
1494,2618 Nacogdoches Rd,78217-6001,29.519646,-98.448517,78217
1495,7800 Lindbergh Landing,78235,29.348958,-98.438448,78235
1496,3200 Loop 410 Ne,78222-2202,29.388544,-98.389087,78222
1497,401 Burr Rd,78209-5907,29.46822,-98.454062,78209
1498,4000 Piedmont Ave,78223-1217,29.375691,-98.468348,78223
1499,5103 Randolph Blvd,78233-6206,29.524388,-98.390199,78233
1500,8419 Buck Run,78230-3812,29.518094,-98.549708,78230
1501,4000 Piedmont Ave,78223-1217,29.375691,-98.468348,78223
1502,1421 Clower,78201-3626,29.477686,-98.518936,78201
1503,6602 Woodstock Dr,78223-3369,29.36304,-98.419249,78223
1504,3215 Bob Billa,78223-2863,29.366302,-98.43637,78223
1505,5455 Rowley Rd,78240-4719,29.504415,-98.594235,78240
1506,3711 Pipers Field,78251-1638,29.470583,-98.645673,78251
1507,11 Ferris Crk,78254-5599,29.538124,-98.663981,78254
1508,7200 Stonewall Hill,78256-1667,29.645721,-98.627217,78256
1509,98 Wonder Pkwy,78213-4456,29.48948,-98.52986,78213
1510,1511 Santa Barbara,78201-4130,29.470377,-98.519511,78201
1511,1508 Ridgewood Ct W,78201-4111,29.467946,-98.519675,78201
1512,12930 Park Crossing Dr,78217,29.55951,-98.41564,78217
1513,223 Hot Wells,78223-2517,29.368664,-98.467282,78223
1514,6110 Rittiman,78218-4715,29.48287,-98.369553,78218
1515,3098 Caliza,78259,29.638234,-98.433522,78259
1516,1503 Hermine Blvd,78201-2361,29.482565,-98.519175,78201
1517,904 Garraty Rd,78209-6155,29.474927,-98.444758,78209
1518,8426 Broadway,78215,29.44005,-98.477843,78215
1519,4000 Piedmont Ave,78223-1217,29.375691,-98.468348,78223
1520,1906 Wrangler Dr,78227-2763,29.413923,-98.642582,78227
1521,5247 Village Crest Dr,78218-3848,29.489185,-98.383903,78218
1522,5602 Ivanhoe,78228-3564,29.461042,-98.595977,78228
1523,3439 Roosevelt Ave,78214-2605,29.357523,-98.481261,78214
1524,439 Irvington Dr,78209-4223,29.49401,-98.442789,78209
1525,2700 Harry Wurzbach,78209-5004,29.491342,-98.431895,78209
1526,900 Holbrook,78218,29.484872,-98.41622,78218
1527,9415 Ih 35 N,78233-6604,29.525056,-98.393965,78233
1528,440 Pinn Rd,78227-1232,29.431401,-98.623723,78227
1529,501 Bradshaw,78209,29.488071,-98.438115,78209
1530,3734 Highcliff Dr,78218-2420,29.512615,-98.421517,78218
1531,2901 Mars,78226-1535,29.394957,-98.537185,78226
1532,802 Drexel Ave E,78210-3104,29.40056,-98.458756,78210
